PM 2.5,PM 10,CO,CO2
14.3,20.3,1.21202,406.03577
15.1,21.8,1.27416,406.00214
14.2,20.2,1.26154,406.01334
15.9,24.4,1.21812,405.85818
15.3,23.5,1.17294,405.72784
14.3,21.7,1.28051,405.77103
13.7,21.6,1.19085,405.78186
14.7,21.1,1.14357,405.68494
13.9,21.5,1.18187,405.67426
14.7,23.3,1.18785,405.58936
15.1,23.3,1.13776,405.48468
15.9,22.4,1.21507,405.76022
15.6,24.4,1.14357,405.72784
15.4,26.0,1.18485,405.48468
14.6,22.6,1.10061,405.28021
15.4,29.4,1.13487,405.84723
14.8,23.1,1.16112,405.5683
14.8,25.4,1.17591,405.79272
14.7,24.6,1.10343,405.72784
14.6,28.0,1.16112,405.57883
15.8,24.2,1.10061,405.55777
15.8,26.0,1.10061,405.66357
14.1,24.6,1.10626,405.37143
17.0,24.4,1.14648,405.58936
14.4,23.6,1.16112,405.41238
13.4,22.3,1.13487,405.82538
11.6,20.5,1.11478,405.4743
21.4,36.5,1.03455,405.27014
49.9,82.6,1.07545,405.43298
57.2,93.9,1.04263,405.55777
54.3,80.4,1.08937,405.51593
31.2,48.9,1.16406,405.62106
19.9,29.8,1.07269,405.50549
21.5,30.1,1.10909,405.70636
14.5,21.9,1.05894,405.68494
14.9,22.8,1.04804,405.37143
12.2,17.7,1.06993,405.40213
12.3,20.4,1.07545,405.4433
8.2,16.7,1.04263,405.41238
9.6,17.0,1.07269,405.28021
7.5,14.0,1.08658,405.48468
7.7,15.0,1.06168,405.23007
10.8,16.6,0.9871,405.21014
13.5,18.2,1.04263,405.16055
10.6,15.8,1.00534,405.17044
10.1,15.1,0.98194,405.29028
9.6,16.2,1.06442,405.37143
9.7,16.8,1.01324,405.23007
10.1,16.9,1.01324,405.21014
9.1,15.6,1.07545,405.16055
9.7,17.8,1.01589,405.02374
9.7,19.3,1.00534,405.082
11.7,20.0,0.99489,404.82413
10.4,18.2,1.01589,405.00446
9.4,16.8,0.98969,405.0141
9.1,19.1,0.9871,404.85223
9.2,16.5,0.98969,405.00446
8.8,16.0,0.98452,404.95648
8.7,15.4,1.02652,405.082
8.5,16.0,0.9871,404.98523
7.4,12.9,0.99229,405.00446
5.3,9.9,0.99229,405.0528
5.3,9.7,0.98194,404.99481
6.2,11.5,0.93642,405.06253
4.2,8.4,0.94389,405.15067
4.6,8.9,0.94889,405.04312
4.6,8.7,0.93394,404.88992
4.4,7.1,0.96149,404.89938
7.2,11.4,0.91186,404.78683
4.2,8.2,0.929,404.75903
5.2,9.1,0.95896,404.62198
11.8,14.2,0.96403,404.88992
9.6,12.7,0.9389,404.81479
6.6,10.1,0.87833,404.59497
6.3,10.4,0.8666,404.64008
7.5,12.4,0.92162,404.78683
7.3,11.1,0.93146,404.85223
7.3,10.9,0.89737,404.75903
5.9,9.0,0.90459,404.74057
6.3,8.7,0.91186,404.62198
5.7,7.7,0.83667,404.8335
6.2,11.7,0.91186,404.70383
6.5,9.9,0.91429,404.69467
8.0,11.4,0.92653,404.8335
7.4,10.7,0.89258,404.74057
4.3,8.5,0.93394,404.77756
4.4,8.5,0.85962,404.95648
4.8,8.6,0.89019,404.69467
3.3,7.0,0.84808,404.6673
3.3,6.5,0.89737,404.73138
5.1,7.5,0.90701,404.67642
5.0,9.3,0.85962,404.67642
4.8,8.9,0.92162,404.59497
6.9,12.8,0.85962,404.6582
5.9,9.1,0.85038,404.56808
7.1,10.4,0.86194,404.71298
10.4,11.7,0.89019,404.77756
10.2,12.3,0.89258,404.67642
8.9,10.0,0.88306,404.61298
9.7,11.2,0.89258,404.62198
9.2,11.1,0.8807,404.6582
5.0,6.8,0.9389,404.68555
3.5,5.3,0.88306,404.56808
2.6,3.6,0.85962,404.74982
2.5,3.6,0.89258,404.63101
2.0,4.7,0.8573,404.73138
1.8,3.3,0.88543,404.64008
2.2,5.1,0.82089,404.56808
2.5,4.9,0.85268,404.69467
2.6,4.3,0.87598,404.62198
2.6,4.7,0.8807,404.68555
3.0,5.2,0.83894,404.57703
2.7,5.7,0.87128,404.46176
2.7,5.1,0.81865,404.6582
2.9,5.1,0.83894,404.90887
2.6,4.7,0.87833,404.68555
2.2,5.3,0.82762,404.56808
3.0,5.3,0.84579,404.62198
2.7,4.3,0.82762,404.69467
2.9,4.9,0.82089,404.57703
3.0,5.7,0.90218,404.47934
2.7,5.6,0.87598,404.61298
2.6,4.6,0.83894,404.5502
2.7,6.5,0.8666,404.5502
3.2,7.1,0.8344,404.53241
3.2,6.3,0.85499,404.49698
3.2,5.7,0.79657,404.54132
4.3,6.2,0.82762,404.6582
6.4,9.8,0.88781,404.52353
8.2,9.5,0.80095,404.64008
8.5,9.8,0.85962,404.55914
7.5,8.3,0.8435,404.56808
7.4,8.7,0.82988,404.5502
4.9,7.6,0.82762,404.56808
3.8,6.3,0.81198,404.64008
4.8,6.3,0.82313,404.49698
5.3,7.4,0.80095,404.50583
4.9,6.7,0.82988,404.57703
6.0,9.3,0.90701,404.54132
5.2,7.9,0.85962,404.62198
5.3,7.6,0.80314,404.35748
5.4,9.6,0.83894,404.44424
3.8,6.1,0.8344,404.586
2.9,4.7,0.85962,404.71298
2.8,5.8,0.82313,404.50583
2.3,4.3,0.90459,404.55914
2.9,5.4,0.81198,404.47934
3.4,5.7,0.8666,404.6673
3.1,5.3,0.83213,404.56808
3.1,4.6,0.79221,404.74982
3.7,7.0,0.7857,404.55914
5.3,8.2,0.85268,404.63101
4.4,6.5,0.81642,404.6673
4.9,6.9,0.78787,404.586
6.6,10.0,0.83667,404.5502
5.2,9.9,0.80976,404.36612
4.5,6.6,0.80535,404.54132
3.7,5.4,0.79439,404.52353
3.8,5.6,0.81198,404.37473
3.9,5.7,0.82089,404.46176
3.9,6.3,0.81865,404.42679
4.5,6.5,0.79876,404.48816
5.9,10.4,0.79004,404.49698
8.0,15.4,0.8344,404.52353
8.0,15.6,0.81642,404.73138
8.2,15.4,0.82089,404.55914
8.7,15.4,0.82313,404.64914
10.9,19.7,0.79439,404.52353
12.8,25.4,0.81865,404.52353
11.7,21.3,0.79876,404.67642
11.0,22.7,0.80976,404.6673
11.9,21.2,0.82762,404.62198
12.3,23.1,0.73927,404.50583
11.8,23.1,0.85962,404.96603
11.9,23.1,0.8142,404.8335
11.5,22.0,0.81865,404.80545
11.4,21.6,0.89497,404.88049
11.8,23.9,0.85962,405.03342
10.4,20.1,0.87363,405.11133
8.2,14.7,0.86194,405.00446
8.8,16.7,0.86194,404.79614
8.3,14.5,0.87833,404.99481
8.9,15.4,0.85268,404.84286
8.4,15.0,0.85038,405.03342
7.6,12.4,0.88781,404.97562
6.0,9.5,0.86427,405.28021
6.5,9.4,0.87363,405.0141
5.6,7.3,0.90459,405.21014
5.4,7.2,0.93146,405.03342
5.3,8.1,0.88306,405.0528
4.5,5.7,0.91186,405.21014
4.0,5.1,0.91917,405.02374
3.2,4.7,0.82762,405.2601
3.3,4.8,0.92162,405.0141
3.1,3.7,0.90459,404.93738
3.2,5.1,0.85268,404.99481
3.8,5.2,0.89497,404.88049
4.2,5.5,0.88306,405.10156
4.4,5.9,0.91673,404.94693
4.4,6.8,0.89258,404.99481
4.2,5.9,0.89258,405.0528
4.1,5.1,0.89497,404.97562
3.9,5.0,0.89737,404.74057
4.7,6.3,0.89019,405.19025
4.3,6.3,0.87128,404.68555
3.9,5.2,0.82537,404.64008
3.9,5.1,0.85499,404.44424
3.8,4.3,0.85268,404.48816
3.6,4.3,0.82762,404.46176
4.0,5.0,0.82537,404.50583
4.2,5.4,0.82537,404.43552
4.0,4.8,0.80976,404.49698
4.4,6.8,0.8573,404.49698
4.3,5.7,0.83667,404.41809
4.5,5.9,0.80755,404.27213
6.0,8.2,0.79439,404.44424
6.2,8.2,0.81642,404.30609
6.6,9.1,0.85499,404.47055
6.9,12.2,0.85962,404.43552
8.0,12.5,0.79876,404.47934
6.7,9.5,0.85499,404.49698
6.6,10.5,0.85962,404.38336
6.8,10.7,0.8435,404.5502
7.9,12.6,0.82537,404.39203
8.3,12.6,0.8344,404.64914
9.1,14.2,0.83894,404.50583
9.5,13.8,0.82762,404.48816
9.6,13.0,0.82089,404.44424
10.1,15.8,0.8666,404.61298
11.2,16.2,0.89977,404.57703
12.1,17.2,0.82089,404.63101
12.3,17.6,0.85038,404.62198
11.5,16.6,0.91186,404.74982
12.1,16.7,0.82537,404.80545
11.2,16.8,0.80314,404.87106
12.2,18.8,0.85499,404.8335
11.7,17.1,0.88781,405.06253
11.0,15.9,1.12049,405.73862
11.2,16.3,1.06168,405.41238
10.7,17.3,1.06442,405.85818
10.7,15.5,1.05621,405.8363
10.6,14.6,1.09779,405.57883
11.3,16.5,1.04263,405.96866
11.6,15.2,1.07823,406.1376
11.5,16.0,1.14357,405.86917
12.8,16.7,1.11478,406.02457
16.7,25.4,1.16112,406.09216
13.8,18.8,1.16997,405.97983
14.1,19.1,1.16406,406.11487
13.8,19.0,1.10626,405.94644
13.6,17.4,1.06993,405.94644
14.1,19.8,1.11763,406.03577
16.0,21.1,1.14939,405.93536
14.5,18.7,1.16112,405.91321
16.2,22.6,1.15524,406.1376
20.1,25.9,1.14939,406.04703
16.1,22.8,1.15818,406.35724
14.1,19.9,1.21202,406.45166
14.5,19.4,1.18187,406.38074
13.5,18.6,1.19085,406.46353
13.9,20.2,1.18187,406.42795
14.4,20.7,1.21812,406.2872
12.8,20.3,1.05348,406.39252
13.0,17.8,1.22118,406.76654
12.8,19.6,1.22425,406.39252
10.7,14.5,1.18187,406.38074
10.1,14.9,1.18785,406.60754
8.8,11.8,1.20594,406.54721
8.8,12.6,1.17294,406.51126
7.9,10.2,1.14066,406.14902
8.5,11.5,1.15524,406.20627
8.1,12.9,1.15232,406.10352
7.7,9.2,1.11194,405.82538
8.2,11.5,1.09217,405.95755
10.8,13.8,1.15232,405.8363
13.3,17.6,1.11763,405.85818
10.7,14.5,1.13776,406.45166
10.5,13.1,1.10343,406.04703
10.9,16.5,1.21812,406.21777
10.2,12.8,1.11763,405.92429
9.6,13.4,1.09498,405.63165
9.1,12.9,1.13487,405.96866
8.7,12.8,1.081,405.88016
9.2,11.3,1.12049,405.95755
9.5,13.3,1.10626,405.63165
9.7,12.8,1.06993,405.79272
9.6,13.4,1.00272,405.68494
11.1,15.0,1.09779,405.72784
13.8,18.0,1.08937,405.49509
13.6,19.1,1.10909,405.65292
14.1,19.3,1.04533,405.81448
13.2,20.0,1.09498,405.91321
12.6,15.7,1.11478,405.66357
11.8,16.5,1.06168,405.84723
11.2,13.6,1.13776,405.81448
11.6,14.6,1.03187,405.78186
10.9,13.4,1.07269,405.55777
11.1,16.2,1.04263,405.4743
10.4,12.8,1.02652,405.6423
8.4,9.6,1.05894,405.66357
8.2,9.7,1.01589,405.65292
8.6,11.3,1.05621,405.6423
8.7,10.2,1.01324,405.4743
9.1,10.5,1.00797,405.43298
9.3,11.2,0.95896,405.58936
9.1,11.2,1.03993,405.27014
9.8,11.5,1.02385,405.082
9.7,13.0,1.01589,405.2601
10.0,11.7,0.98194,405.50549
10.3,12.1,1.00534,405.5473
10.3,13.1,1.02385,405.55777
9.7,12.0,1.07269,405.39188
10.0,13.5,0.98969,405.46396
10.7,14.7,1.01324,405.30035
11.7,13.3,1.07269,405.4433
12.9,15.4,1.03455,405.49509
18.2,20.3,1.02385,405.5473
16.1,18.0,1.01589,405.73862
12.4,17.4,1.04804,405.5473
8.8,11.7,1.0001,405.73862
8.7,9.8,1.02119,405.62106
8.0,10.0,1.10909,405.6423
8.7,11.3,0.99749,405.34088
8.5,10.2,1.01854,405.65292
8.1,10.2,1.04263,405.65292
8.4,9.5,1.04263,405.6423
8.7,11.1,0.99489,405.70636
8.6,11.0,1.00534,405.68494
10.2,14.4,1.10061,405.48468
9.7,12.0,0.98969,405.61047
8.4,9.4,1.01854,405.67426
8.4,9.4,1.04533,405.6423
10.1,14.0,1.01589,405.52637
12.0,13.8,1.00797,405.51593
11.1,14.3,1.07269,405.55777
10.2,12.8,1.01324,405.49509
10.9,16.7,1.05621,405.5473
13.6,16.1,1.01589,405.68494
10.1,12.3,0.97936,405.58936
10.5,12.6,1.02652,405.80359
8.0,10.3,1.02385,405.65292
6.9,8.2,0.94889,405.86917
7.6,9.2,0.97167,405.5683
8.7,13.1,1.00272,405.62106
9.1,16.8,0.96403,405.37143
12.0,17.7,0.95644,405.41238
12.4,17.7,1.00272,405.29028
11.9,17.7,1.02385,405.39188
13.3,18.4,1.0001,405.43298
16.8,22.7,0.94639,405.25009
14.0,21.2,0.95644,405.48468
12.2,16.0,0.95896,405.50549
11.8,15.9,0.97167,405.4743
10.4,13.9,1.0001,405.37143
7.4,10.7,1.0106,405.5368
7.5,10.3,1.04533,405.14081
19.4,24.0,0.9514,405.52637
10.8,15.1,0.929,405.73862
30.0,37.7,0.97679,405.39188
11.6,15.1,0.95896,405.5368
19.0,21.8,1.00797,405.4743
30.6,38.1,0.99489,405.5683
9.3,11.6,0.98194,405.31049
16.9,21.7,0.97936,405.41238
29.4,34.9,0.97936,405.33072
58.5,69.3,0.94389,405.30035
23.9,31.7,0.97167,405.42267
35.6,42.4,0.97679,405.39188
79.6,93.3,0.9514,405.4743
64.5,74.3,0.95392,405.40213
32.3,38.5,0.97679,405.37143
64.1,78.1,0.97423,405.51593
23.2,29.8,1.00272,405.4433
49.0,57.2,0.96149,405.51593
37.1,45.9,1.00534,405.52637
17.7,20.2,1.0106,405.55777
12.2,14.6,0.95896,405.4743
35.8,42.9,0.97167,405.38165
65.4,78.6,1.01854,405.57883
61.5,70.5,0.97679,405.52637
39.4,45.5,0.95644,405.55777
22.6,25.8,1.0001,405.48468
10.5,12.7,0.92407,405.50549
3.7,5.2,0.93642,405.4433
51.4,63.1,0.96403,405.22009
44.2,52.4,0.97167,405.6423
72.9,85.4,1.0001,405.46396
50.6,64.0,1.00797,405.38165
43.8,51.7,1.03187,405.33072
52.3,61.0,0.98452,405.49509
51.3,62.6,1.06168,405.30035
36.1,43.7,0.91429,405.41238
37.8,42.8,0.93642,405.31049
11.1,13.5,0.99749,405.38165
36.8,41.3,0.95896,405.5473
38.7,46.2,0.96149,405.4433
18.1,21.1,0.98969,405.42267
25.6,31.4,0.96149,405.07227
25.8,29.7,0.95392,405.43298
9.5,10.9,0.95392,405.37143
8.8,10.5,0.97679,405.0141
12.1,13.5,0.92653,405.19025
17.0,20.4,0.90943,405.33072
10.7,11.9,0.94389,405.34088
5.4,7.7,0.93146,405.50549
4.8,7.2,1.03455,405.32059
4.6,7.4,0.93642,405.27014
4.6,5.5,0.929,405.14081
4.6,7.4,0.98194,405.21014
4.4,7.6,0.95896,405.32059
6.1,7.3,0.94889,405.27014
4.5,6.2,0.929,405.31049
7.5,8.6,0.95392,405.14081
4.4,5.2,0.93146,405.082
4.1,5.3,0.93642,405.19025
4.5,6.3,0.94639,405.15067
6.1,7.5,0.90701,405.18033
19.1,22.6,0.89258,405.14081
3.9,6.5,0.88781,404.76831
18.1,21.7,0.87833,404.93738
4.4,6.4,0.93394,404.92786
4.5,7.3,0.91673,405.09177
4.9,6.7,0.87363,404.93738
6.3,7.4,0.88543,405.00446
12.7,16.0,0.88543,404.88992
4.7,6.7,0.89258,405.0141
4.5,5.2,0.92653,405.2002
8.6,10.8,0.92162,405.35104
13.7,16.1,0.92162,405.27014
8.2,11.4,0.90701,405.16055
5.9,8.3,0.88543,405.22009
12.0,14.8,0.92162,405.04312
6.8,11.6,0.93394,405.07227
5.0,7.3,0.94139,405.10156
4.9,6.6,0.87363,405.0528
5.0,6.2,0.93394,405.17044
7.8,9.7,0.88781,405.25009
4.9,6.0,0.86194,404.85223
4.9,7.0,0.88543,404.98523
4.7,7.1,0.92162,405.0141
5.0,6.1,0.91917,405.12115
5.0,7.1,0.89497,405.06253
5.7,9.3,0.89977,405.17044
5.6,7.9,0.8666,405.09177
4.9,8.7,0.90218,405.07227
5.3,6.1,0.89019,405.12115
5.3,8.5,0.8807,405.09177
5.7,7.4,0.88306,405.02374
6.3,8.7,0.92407,404.99481
6.0,7.5,0.87598,405.34088
6.2,8.0,0.94389,405.24005
5.9,8.4,0.90943,405.21014
6.5,9.6,0.91673,405.22009
6.2,9.4,0.90701,405.32059
6.6,9.2,0.92407,405.27014
6.1,8.7,0.94139,405.4433
6.2,9.7,0.8807,405.39188
6.3,8.9,0.89019,405.11133
6.7,9.6,0.97167,405.07227
6.8,9.5,0.90218,405.23007
7.5,9.1,0.94389,405.23007
7.4,11.1,0.88781,405.42267
7.2,10.9,0.89737,405.39188
7.3,10.1,0.89977,404.98523
8.1,11.8,0.9514,405.46396
8.5,11.8,0.89977,405.32059
9.1,12.7,0.89497,405.18033
9.4,14.5,0.90943,405.23007
10.3,15.3,0.91186,405.43298
9.9,14.1,0.92653,405.41238
11.5,17.2,0.95896,405.45361
11.4,16.0,0.9389,405.4743
9.5,13.0,0.88543,405.25009
8.6,12.9,0.93642,405.36124
8.9,10.6,0.85499,405.4743
16.6,21.1,0.91917,405.45361
8.9,11.5,0.90943,405.48468
9.3,11.4,0.91429,405.4743
8.7,11.0,0.92653,405.41238
9.3,13.9,0.89019,405.57883
8.5,10.8,0.92653,405.42267
8.5,10.7,0.94889,405.58936
8.5,11.1,0.94639,405.38165
8.0,10.7,0.94889,405.41238
14.8,19.0,1.0106,405.37143
9.3,12.6,0.90218,405.5683
9.4,13.8,0.94889,405.13098
11.6,17.8,0.90943,405.52637
9.4,13.9,0.93146,405.39188
10.3,12.5,0.95644,405.36124
26.2,31.4,0.93642,405.32059
12.9,19.2,0.91429,405.52637
18.8,25.6,0.91673,405.48468
10.7,14.6,1.0106,405.61047
9.5,14.7,0.93642,405.34088
9.9,15.9,0.99749,405.34088
10.8,14.3,0.91917,405.5683
11.9,16.7,0.9871,405.57883
8.7,12.8,0.94639,405.63165
8.5,13.1,0.9514,405.61047
8.3,12.7,0.89737,405.39188
8.9,13.4,0.92653,405.42267
8.4,11.5,0.93394,405.43298
11.1,15.4,0.96403,405.40213
17.8,24.5,0.9389,405.5473
9.6,13.3,0.95896,405.22009
9.2,13.6,0.91186,405.58936
17.3,22.6,0.9514,405.37143
9.0,14.1,1.0001,405.49509
11.4,15.7,0.95644,405.5368
14.7,18.5,0.91186,405.72784
16.3,21.8,0.95644,405.38165
14.5,19.0,0.90701,405.48468
10.0,18.0,0.95392,405.48468
9.7,15.6,0.97167,405.35104
10.0,15.8,0.92653,405.58936
10.9,17.4,1.0001,405.11133
9.4,13.0,0.92407,405.46396
9.2,14.3,0.92162,405.18033
9.0,12.1,0.93146,405.36124
9.0,12.3,0.94139,405.55777
10.2,15.4,0.95644,405.42267
8.6,10.5,0.94889,405.46396
8.8,13.0,0.95392,405.13098
8.6,13.6,0.8573,405.48468
8.2,13.6,0.95392,405.35104
9.3,13.1,0.91917,405.43298
11.8,17.0,0.91673,405.50549
9.0,15.3,0.8666,405.21014
8.4,11.9,0.91186,405.22009
10.3,16.2,0.89019,405.24005
12.7,18.9,0.92407,405.25009
12.5,20.6,0.86894,405.15067
10.8,17.3,0.95392,405.16055
11.4,19.0,0.88543,405.0528
14.1,22.8,0.92162,405.32059
13.2,20.7,0.9389,405.37143
12.3,22.6,0.95392,405.37143
12.6,19.4,0.86427,405.32059
12.1,20.6,0.99229,405.39188
10.6,16.0,0.97679,405.43298
11.5,19.0,0.95896,405.58936
11.4,20.0,0.93394,405.48468
11.9,19.9,0.94889,405.28021
12.2,20.6,0.97679,405.41238
11.3,17.7,0.92653,405.37143
13.1,19.5,0.94889,405.35104
11.3,16.2,0.92653,405.07227
11.1,16.0,0.89737,405.34088
10.6,18.8,0.93146,405.43298
11.8,16.5,0.95644,405.40213
11.4,18.3,0.91673,405.4433
11.3,17.5,0.9514,405.24005
12.8,18.7,0.91429,405.4433
11.2,17.1,0.90459,405.40213
12.6,17.7,0.96403,405.4743
10.8,18.1,0.89737,405.29028
9.4,12.9,1.03187,405.70636
10.5,17.4,0.93394,405.34088
9.9,13.2,0.9514,405.36124
10.0,15.6,0.929,405.29028
14.6,19.0,0.88781,405.2002
11.0,15.0,0.94889,405.39188
9.7,14.2,1.03455,405.082
10.2,14.8,0.92653,405.23007
9.3,14.4,0.93642,405.32059
9.7,15.2,0.95392,405.39188
9.3,14.9,0.90943,405.4743
8.7,12.7,0.92162,405.58936
9.9,15.1,0.93394,405.37143
9.4,16.5,0.93146,405.16055
9.6,16.6,0.92162,405.46396
10.4,15.7,0.91186,405.5368
12.3,19.7,0.95896,405.52637
10.0,15.8,1.01589,405.32059
10.9,17.5,0.95644,405.59991
14.3,21.2,0.97167,405.7171
13.3,21.0,1.04804,405.74942
10.6,15.2,1.0001,405.73862
9.1,13.2,0.96403,405.70636
10.2,16.0,1.00272,405.65292
10.1,15.1,0.96149,405.55777
9.9,14.1,0.90943,405.62106
9.8,15.1,0.9514,405.46396
11.6,20.0,0.97167,405.58936
10.2,16.3,0.95896,405.65292
11.1,15.2,0.95644,405.72784
10.7,18.0,0.97167,405.51593
12.1,19.6,0.99749,405.66357
13.6,20.4,0.98452,405.65292
13.9,23.5,0.95644,405.73862
14.9,22.7,1.03724,405.68494
14.6,25.3,0.99749,405.76022
15.3,24.4,0.97936,405.88016
16.5,24.1,0.99749,405.70636
14.4,20.9,0.9871,405.81448
13.9,22.8,1.00797,405.58936
14.4,19.4,0.99489,405.69565
12.9,18.1,0.97936,405.69565
10.9,17.1,0.9871,405.81448
11.3,18.1,1.00272,405.70636
14.4,21.6,1.01854,405.51593
14.6,19.6,0.96657,405.70636
14.7,20.3,1.01854,405.59991
13.8,20.1,1.00272,405.40213
13.8,24.7,1.02119,405.65292
12.7,16.9,0.91917,405.58936
11.3,15.7,0.97679,405.58936
11.1,14.7,1.06717,405.68494
11.2,17.1,1.00797,405.48468
11.9,17.8,0.9389,405.67426
10.8,17.0,0.96149,405.49509
11.1,14.8,0.94639,405.36124
12.2,19.6,0.94639,405.57883
15.7,24.1,0.95392,405.4433
16.6,24.8,1.00797,405.28021
16.5,25.8,0.97936,405.36124
12.4,19.3,0.97423,405.34088
16.2,22.2,0.93146,405.4743
12.8,17.9,0.94389,405.36124
15.5,23.3,1.05348,405.35104
14.1,20.3,0.91429,405.25009
13.6,19.9,0.96657,405.23007
12.7,17.5,0.97936,405.46396
16.4,22.7,0.94389,405.52637
12.9,18.6,0.9871,405.42267
16.0,22.0,0.95644,405.45361
15.3,21.3,0.91429,405.21014
14.6,21.1,0.98969,405.24005
15.1,22.3,0.92407,405.46396
14.3,24.2,0.91917,405.5473
14.3,20.9,0.96657,405.52637
12.9,18.0,0.96149,405.52637
13.5,19.3,0.97679,405.4433
14.2,21.8,0.8666,405.45361
12.4,18.4,0.90701,405.35104
13.7,21.6,0.95896,405.18033
14.8,21.4,0.93642,405.39188
14.2,22.4,0.97167,405.40213
13.3,18.5,0.90459,405.48468
13.0,18.2,0.92162,405.36124
12.6,19.1,0.97679,405.09177
12.9,19.0,0.86894,405.50549
13.0,17.9,0.98452,405.33072
12.4,19.8,0.94389,405.25009
11.9,16.9,0.94389,405.38165
12.8,17.2,0.8666,405.40213
13.1,19.1,0.92162,405.50549
13.8,18.6,0.8573,405.18033
12.4,17.5,0.89737,405.40213
12.4,18.2,0.91673,405.28021
12.4,16.8,0.88781,405.33072
13.4,18.8,0.91917,405.18033
13.0,17.7,0.92407,405.2601
14.1,20.7,0.92407,405.21014
14.0,18.8,0.98194,405.32059
13.4,18.4,0.95644,405.45361
15.1,21.9,0.94389,405.30035
14.2,19.0,0.86427,405.52637
14.7,19.9,0.96149,405.28021
14.1,22.5,0.90943,405.40213
12.6,17.0,0.92162,405.30035
12.1,18.5,0.94139,405.082
11.3,16.1,1.05076,405.4433
12.1,15.2,0.88543,405.23007
12.2,14.9,0.91917,405.17044
11.3,15.3,0.929,405.23007
11.5,17.8,0.94639,405.21014
11.0,14.2,0.91917,405.19025
11.1,13.0,0.91429,405.28021
11.6,13.6,0.92162,405.27014
11.4,17.0,0.91429,405.17044
11.1,15.0,0.91673,405.40213
11.9,18.2,0.90943,405.39188
12.5,24.2,0.88781,405.45361
11.6,20.4,0.95392,405.27014
12.6,19.1,0.89019,405.35104
12.1,21.4,0.94389,405.11133
12.3,18.1,0.96149,405.29028
12.1,15.8,0.90701,405.35104
11.3,15.8,0.92162,405.34088
11.2,13.9,0.92407,405.22009
12.1,14.7,0.97423,405.00446
11.3,14.2,0.91186,405.23007
10.6,14.3,0.92407,405.30035
10.5,14.4,0.94389,405.32059
11.5,15.1,0.97679,405.65292
10.4,13.8,0.96403,405.52637
14.4,18.4,0.86427,405.59991
12.3,15.4,0.98452,405.50549
25.7,32.2,0.91917,405.48468
22.3,28.7,0.98969,405.49509
13.9,19.0,1.02119,405.65292
17.9,22.2,0.94639,405.5473
29.0,37.8,1.02919,405.4743
22.1,27.0,0.96403,405.6423
15.5,19.2,0.96657,405.57883
11.2,14.8,1.02652,405.69565
10.7,14.0,0.97936,405.65292
10.8,14.7,1.0001,405.55777
11.1,14.2,0.9871,405.69565
11.5,14.8,0.929,405.63165
11.9,17.3,0.96912,405.5683
12.9,18.1,1.05894,405.62106
11.2,14.6,0.9871,405.61047
11.0,13.1,0.99749,405.43298
10.6,13.9,0.98452,405.72784
9.7,11.9,0.99489,405.73862
11.6,13.2,0.93146,405.72784
31.4,37.5,0.99229,405.65292
9.9,11.5,0.9871,405.7171
9.1,12.5,0.99229,405.67426
19.3,24.4,1.00797,405.67426
9.1,12.6,0.98452,405.68494
14.5,19.8,0.95392,405.52637
22.2,27.3,1.0001,405.65292
7.7,9.4,1.00272,405.7171
13.9,17.9,0.98969,405.63165
7.8,10.1,0.96149,405.63165
6.7,9.4,1.00534,405.5473
6.7,9.9,0.96657,405.45361
6.5,8.6,0.96149,405.45361
6.4,8.6,0.95644,405.4433
9.7,13.6,0.929,405.38165
8.7,13.2,0.97167,405.59991
10.0,15.3,0.96912,405.46396
17.1,22.7,0.95644,405.5473
12.2,17.1,1.0106,405.46396
29.7,38.1,0.99749,405.48468
11.3,15.1,1.0106,405.50549
13.0,17.0,0.96657,405.45361
7.2,10.2,0.98194,405.38165
7.4,11.9,0.89258,405.52637
7.3,12.0,0.96403,405.62106
13.4,20.5,0.95392,405.52637
7.6,12.5,0.99229,405.37143
7.4,10.3,0.98969,405.25009
7.9,11.7,0.96657,405.34088
7.2,10.8,0.98194,405.52637
8.0,13.8,0.92407,405.27014
6.8,9.7,0.99749,405.79272
6.5,9.8,0.98452,405.38165
6.3,10.0,0.9514,405.63165
5.8,7.6,0.98194,405.42267
10.6,12.6,0.97423,405.23007
5.3,7.5,0.94889,404.89938
5.6,7.0,0.96657,405.19025
8.1,9.3,0.96912,405.31049
6.0,6.8,0.91186,405.23007
5.3,7.5,0.92653,405.42267
9.9,11.3,0.95392,405.33072
7.8,8.8,0.91673,405.39188
5.9,6.6,0.98452,405.23007
6.1,7.6,0.9514,405.30035
5.6,6.6,0.93642,405.28021
5.9,8.1,0.97423,405.22009
7.7,9.7,0.92407,405.28021
6.8,8.9,0.9514,405.35104
6.9,11.1,0.96657,405.38165
23.7,28.3,0.97679,405.38165
10.3,13.8,0.89977,405.21014
9.8,12.7,0.96149,405.36124
11.2,16.4,0.94139,405.38165
8.7,13.7,0.88306,405.31049
9.7,14.5,0.92407,405.16055
13.0,20.1,0.94139,405.45361
9.8,15.9,1.01324,405.38165
7.9,9.8,0.93642,405.37143
12.3,16.0,0.95644,405.4433
7.8,11.4,0.90459,405.28021
7.6,11.7,0.98452,405.45361
6.8,7.9,0.91673,405.4743
7.6,9.6,0.929,405.34088
7.0,9.6,0.94139,405.33072
6.9,11.3,1.00534,405.30035
7.8,10.6,0.97423,405.42267
6.8,8.4,0.9514,405.27014
