PM 2.5,PM 10,CO,CO2
14.6,16.3,0.35584,402.90744
15.0,18.1,0.34771,403.16486
14.4,16.1,0.35701,403.10541
12.7,15.9,0.32528,403.13834
13.3,14.9,0.342,403.03397
13.5,15.1,0.32968,403.16486
14.2,16.9,0.3177,403.00833
13.4,16.1,0.33748,403.11197
13.3,14.9,0.33524,403.08578
13.2,14.7,0.34887,402.99554
14.5,17.1,0.33189,403.09885
13.1,15.8,0.32638,402.9765
13.8,15.4,0.34428,403.14493
14.4,16.1,0.35936,403.10541
14.2,15.9,0.333,403.03397
13.8,15.7,0.36173,403.16486
13.2,14.8,0.35936,403.19156
13.5,15.9,0.3689,403.11197
13.3,15.0,0.34887,402.80319
14.0,15.6,0.33189,403.16486
13.7,15.3,0.32202,403.06628
14.5,16.2,0.34542,403.00192
14.6,17.2,0.34657,403.03397
13.9,15.5,0.36054,403.07278
13.2,15.7,0.34086,403.13834
13.0,14.5,0.342,403.23874
14.0,16.4,0.35234,403.19827
13.8,15.6,0.36292,403.05331
14.4,18.0,0.3231,403.07278
13.0,14.6,0.3071,403.09885
13.0,14.6,0.33189,402.98285
13.7,15.4,0.35002,403.11197
14.2,15.9,0.342,403.12512
13.3,14.8,0.34314,403.11197
12.0,14.4,0.342,403.13834
13.5,15.1,0.3231,403.35562
13.5,15.9,0.31556,402.97015
12.6,15.5,0.32747,403.05978
12.2,14.6,0.342,403.00192
11.6,14.1,0.3177,402.99554
11.2,13.0,0.34771,403.11197
11.4,13.0,0.33189,403.08578
11.9,13.5,0.34428,403.02753
12.0,14.3,0.33748,403.04041
11.5,13.9,0.35467,403.21844
10.8,12.9,0.34428,403.11853
11.4,14.6,0.31985,403.16486
11.0,12.6,0.34771,402.97015
11.3,14.2,0.32638,403.11853
12.1,14.0,0.3386,402.90121
12.0,14.1,0.29984,403.02112
12.4,13.9,0.34314,402.9892
11.9,13.4,0.35118,403.12512
10.8,12.4,0.33078,403.05978
12.1,13.5,0.33412,403.07928
12.1,15.0,0.32093,403.11853
12.6,14.3,0.30293,403.11197
13.1,14.9,0.33524,402.9765
13.0,16.6,0.34887,403.09885
12.7,14.2,0.32093,403.02112
12.5,14.1,0.36649,403.05331
11.6,15.2,0.33189,402.94495
11.9,14.0,0.34428,403.08578
12.4,14.1,0.34657,403.07278
12.1,15.5,0.342,403.07928
11.7,14.2,0.35701,402.98285
12.9,14.4,0.31663,402.98285
11.7,13.5,0.3701,402.9324
10.5,12.1,0.33189,402.89502
11.8,13.6,0.34314,403.11197
11.0,12.2,0.342,403.06628
12.1,14.7,0.32857,403.00192
12.3,13.8,0.3177,402.96384
12.3,13.9,0.33189,403.01471
11.6,13.0,0.31985,403.13834
13.1,15.0,0.35002,402.9324
12.7,15.5,0.32968,403.04684
12.8,16.9,0.32747,403.13834
13.6,16.3,0.36292,403.1582
12.8,15.6,0.32419,403.00192
12.8,15.7,0.32419,403.07278
12.9,14.5,0.333,403.1582
13.1,18.5,0.35002,403.18488
12.3,18.3,0.35118,403.00192
12.8,15.7,0.342,402.99554
12.9,15.6,0.33973,403.14493
13.4,15.0,0.33189,403.04041
13.5,16.6,0.33973,403.06628
13.6,15.2,0.3071,403.12512
15.3,17.1,0.33524,403.15155
14.2,17.4,0.31985,402.90121
14.3,17.3,0.3177,402.98285
15.3,17.3,0.35701,403.07278
14.6,16.3,0.33412,403.33475
14.2,16.6,0.30087,403.17819
14.6,16.8,0.32419,402.95123
15.3,17.6,0.33412,403.04041
15.7,19.8,0.34086,403.13834
16.2,19.3,0.33189,402.98285
16.0,18.8,0.2907,402.99554
16.2,18.1,0.33412,403.14493
16.2,18.3,0.32968,403.1582
15.4,17.3,0.33636,402.89502
15.0,19.0,0.32857,403.01471
16.6,18.6,0.3019,403.17819
17.5,20.3,0.32093,403.08578
16.5,19.6,0.33524,403.05978
17.4,21.6,0.31556,403.05978
17.0,19.0,0.342,402.9324
17.3,20.8,0.33748,403.20499
17.8,20.5,0.32747,403.07928
17.4,19.7,0.34428,403.06628
18.0,21.5,0.33636,403.18488
18.3,22.4,0.32419,403.15155
18.3,23.6,0.32093,403.17151
17.3,21.0,0.33524,403.03397
17.1,21.8,0.33973,403.05978
17.2,19.8,0.33078,403.2117
17.1,19.9,0.36769,403.04684
17.5,20.3,0.33189,403.12512
17.5,21.2,0.31877,402.98285
17.0,21.6,0.3535,403.17151
17.3,20.3,0.342,403.19827
17.6,20.8,0.33189,403.18488
17.3,20.4,0.34428,403.29333
18.1,21.0,0.35701,403.09232
17.4,20.4,0.31877,403.07278
18.8,22.1,0.34086,403.24551
18.0,21.6,0.33636,403.14493
18.0,26.6,0.3386,403.13834
19.0,23.1,0.33973,403.10541
19.0,21.3,0.33748,403.17151
18.7,22.5,0.34542,403.05978
19.1,21.7,0.36173,403.19156
19.3,23.0,0.31342,403.18488
20.4,23.1,0.35936,403.10541
20.3,23.3,0.3113,403.23874
20.5,25.3,0.35002,403.2117
21.5,24.9,0.3386,403.07278
22.4,27.4,0.37985,403.17151
22.2,25.5,0.3113,403.3002
24.9,29.7,0.31985,403.32089
21.9,27.7,0.33748,403.24551
22.6,26.5,0.32202,403.24551
21.8,26.8,0.34428,403.25912
22.3,27.7,0.33636,403.17819
20.9,26.8,0.32419,403.1582
20.9,25.9,0.35118,403.20499
21.3,25.6,0.3535,403.05978
22.6,29.2,0.32857,403.16486
22.0,26.2,0.32528,403.19156
21.9,27.9,0.342,403.3071
22.5,27.7,0.33636,403.24551
23.7,30.3,0.3386,403.14493
23.4,27.9,0.3535,403.25232
23.5,28.1,0.3177,403.06628
22.8,28.9,0.34657,403.26593
24.3,29.6,0.34771,403.25232
22.7,28.0,0.333,403.23874
22.9,28.7,0.33078,403.29333
22.0,28.1,0.36411,403.18488
24.3,29.9,0.35936,403.25232
23.4,30.7,0.30501,403.25912
23.5,28.4,0.35701,403.23874
23.9,29.0,0.35701,403.22519
24.1,31.4,0.35936,403.21844
24.6,29.7,0.38854,403.37659
24.0,29.7,0.3386,403.25912
23.4,27.2,0.30605,403.24551
23.6,28.3,0.35936,403.27277
23.9,27.9,0.3653,403.2117
24.5,30.9,0.36173,403.20499
26.0,32.1,0.35584,403.18488
26.0,31.1,0.33973,403.24551
24.4,28.7,0.3535,403.21844
26.0,35.1,0.33973,403.17819
25.2,31.8,0.31877,403.18488
25.2,31.0,0.34086,403.23196
25.8,30.9,0.35118,403.26593
26.1,31.4,0.3535,403.21844
26.6,31.3,0.35936,403.19827
25.2,30.3,0.36769,403.16486
26.3,32.6,0.35234,403.3002
26.8,31.4,0.34542,403.25232
28.8,32.3,0.3535,403.10541
29.1,35.1,0.35584,403.19827
27.0,32.4,0.36173,403.2117
26.9,33.1,0.34887,403.16486
27.4,33.0,0.35701,403.09232
26.1,32.9,0.35936,403.23874
26.5,33.6,0.3535,403.19827
27.0,33.7,0.36411,403.25912
27.4,32.3,0.36054,403.16486
26.3,31.5,0.35701,403.3696
28.0,33.9,0.32528,403.34171
26.3,33.1,0.342,403.33475
26.1,34.4,0.32419,403.3002
26.2,34.8,0.34657,403.37659
27.3,33.0,0.35002,403.17151
26.9,32.2,0.40508,403.16486
26.9,33.1,0.3689,403.29333
26.9,33.1,0.35819,403.29333
27.2,33.6,0.37131,403.37659
27.5,33.3,0.35701,403.314
26.2,31.9,0.34771,403.23874
26.6,32.5,0.35118,403.19156
27.4,33.1,0.36054,403.3071
27.5,32.8,0.35701,403.14493
27.4,32.2,0.33973,403.29333
29.0,38.6,0.342,403.25912
28.0,35.4,0.37495,403.3002
28.6,34.6,0.34428,403.27277
28.3,35.4,0.32528,403.17819
29.9,40.1,0.3689,403.26593
28.3,35.9,0.36769,403.3071
29.0,36.2,0.37617,403.27277
36.4,44.8,0.3701,403.40472
32.1,40.3,0.35234,403.40472
31.3,39.2,0.37495,403.43304
31.0,38.2,0.37131,403.53363
33.0,41.2,0.3653,403.39767
31.0,39.6,0.37739,403.41177
32.9,41.9,0.38356,403.26593
32.7,42.1,0.37617,403.41177
35.1,42.0,0.3689,403.37659
43.8,51.9,0.38854,403.43304
34.1,42.7,0.3848,403.49744
32.6,40.2,0.38979,403.44727
32.0,39.3,0.34657,403.45438
34.9,43.8,0.3689,403.3696
37.2,42.5,0.37739,403.19156
33.4,38.6,0.36173,403.41177
31.0,36.8,0.37985,403.37659
29.6,35.5,0.37252,403.39062
29.3,34.3,0.38854,403.37659
29.7,36.3,0.36649,403.314
28.9,33.9,0.36649,403.41177
29.2,35.1,0.37617,403.46869
29.7,37.2,0.37985,403.53363
29.6,38.2,0.37862,403.39767
30.0,36.9,0.38854,403.3696
28.7,35.5,0.39484,403.25912
27.7,34.9,0.37131,403.35562
29.0,34.4,0.37985,403.38361
29.2,35.6,0.35584,403.33475
28.6,34.6,0.37617,403.35562
27.0,36.2,0.36292,403.314
27.7,33.3,0.36292,403.3071
28.7,35.0,0.36769,403.41885
29.6,35.7,0.37985,403.21844
27.4,34.4,0.3535,403.33475
27.5,33.3,0.37862,403.35562
28.0,32.9,0.3689,403.09232
27.0,35.8,0.3653,403.33475
28.5,34.5,0.3535,403.2796
28.4,33.1,0.37739,403.24551
28.8,36.1,0.36173,403.33475
28.3,33.1,0.37862,403.34171
29.1,34.1,0.34428,403.39062
27.6,33.4,0.38356,403.23196
29.8,36.8,0.35584,403.20499
28.6,35.3,0.36769,403.35562
28.3,35.2,0.35701,403.314
29.2,36.2,0.35936,403.314
29.0,35.2,0.36292,403.32089
29.3,35.6,0.38108,403.44727
28.6,34.5,0.37617,403.46869
27.1,34.1,0.37373,403.46869
27.5,33.0,0.37617,403.44727
27.3,31.3,0.38232,403.38361
27.4,34.1,0.37739,403.44012
27.7,34.4,0.38979,403.46152
29.4,35.5,0.39357,403.3696
28.7,37.6,0.3848,403.42593
29.8,37.2,0.38604,403.3696
29.1,35.9,0.37862,403.19156
27.7,33.5,0.36173,403.3002
28.7,34.5,0.40122,403.41177
28.7,34.7,0.38356,403.32782
28.8,35.4,0.39357,403.29333
28.2,36.3,0.37252,403.3002
30.3,38.8,0.38356,403.3071
30.1,38.1,0.36411,403.3002
30.1,37.5,0.36173,403.3071
31.3,40.8,0.3701,403.28647
31.2,38.9,0.35936,403.34866
32.1,41.4,0.3848,403.39062
32.2,39.9,0.38854,403.36261
32.1,39.2,0.37131,403.34866
31.8,41.3,0.38232,403.39062
32.0,40.4,0.3848,403.43304
31.8,41.4,0.37373,403.59952
32.1,38.6,0.38108,403.44727
32.2,40.3,0.38979,403.41177
31.2,38.5,0.37252,403.37659
31.7,38.6,0.39231,403.40472
33.5,41.9,0.36173,403.34866
33.2,43.9,0.38979,403.37659
32.1,40.4,0.38979,403.34866
34.1,44.1,0.38854,403.3696
33.9,43.1,0.36292,403.41177
33.4,40.8,0.36173,403.46152
35.0,44.0,0.37617,403.314
33.8,45.3,0.3848,403.32782
35.4,46.3,0.35234,403.2796
36.4,43.2,0.39231,403.39767
34.8,46.3,0.37495,403.36261
35.1,44.2,0.37985,403.48303
34.3,42.3,0.38729,403.39062
33.0,44.0,0.37862,403.42593
35.0,42.8,0.38108,403.39767
35.5,44.9,0.37495,403.34171
33.6,45.3,0.39994,403.36261
35.7,45.6,0.3848,403.48303
36.4,46.5,0.37862,403.40472
33.9,42.0,0.3848,403.49744
34.7,41.2,0.39357,403.41177
35.2,42.2,0.40379,403.44012
34.5,42.3,0.34887,403.43304
35.8,45.2,0.3848,403.39062
35.6,42.8,0.42083,403.44727
34.8,43.5,0.39484,403.34171
35.2,44.3,0.3848,403.34866
35.4,43.0,0.39611,403.46869
34.7,44.9,0.39105,403.314
36.6,48.2,0.38729,403.39062
36.2,46.3,0.38604,403.38361
35.9,45.6,0.37985,403.36261
35.4,42.2,0.37617,403.49023
34.4,42.6,0.36173,403.35562
35.1,43.6,0.39357,403.46869
34.3,42.2,0.39484,403.65146
34.3,43.7,0.39231,403.19827
33.9,42.5,0.39105,403.39767
35.9,46.6,0.342,403.59213
35.8,43.7,0.37373,403.43304
36.1,45.5,0.38356,403.41885
36.1,46.6,0.39357,403.34171
35.9,43.7,0.3701,403.41885
35.7,43.4,0.39105,403.39767
37.5,44.9,0.4129,403.52637
36.6,41.8,0.4025,403.42593
36.3,43.3,0.41553,403.46152
37.0,46.0,0.36649,403.46152
35.1,43.0,0.37862,403.36261
36.1,45.7,0.38232,403.44012
36.4,50.1,0.39866,403.47586
36.5,48.1,0.37862,403.45438
41.6,57.7,0.45513,403.54819
41.6,57.1,0.40897,403.57745
41.6,58.8,0.39231,403.78009
43.9,62.9,0.42216,403.85745
44.9,63.4,0.41421,403.9679
42.8,65.3,0.43567,404.04022
43.1,61.8,0.4343,404.04022
44.1,64.7,0.44532,403.98389
43.6,62.3,0.42752,404.01599
47.2,68.0,0.44393,404.06458
44.6,67.7,0.41421,404.08905
44.8,64.2,0.468,404.31464
41.8,58.4,0.45513,404.11362
41.6,56.5,0.46368,404.01599
38.8,51.8,0.44951,403.88873
39.6,51.9,0.44951,404.04022
40.4,55.1,0.43978,403.92816
41.4,51.4,0.43294,404.02405
40.2,53.9,0.44116,403.74951
39.5,49.5,0.44254,403.82635
42.6,57.0,0.43567,403.82635
41.5,58.1,0.42887,403.81088
41.8,60.1,0.44671,403.99991
46.9,71.7,0.46225,403.8186
46.6,64.9,0.47089,404.12186
46.2,63.5,0.46512,404.05646
45.1,62.3,0.44811,403.83411
45.9,65.4,0.46512,403.91235
49.9,74.4,0.47089,404.78683
50.5,72.1,0.58646,406.51126
49.7,71.0,0.59164,405.82538
52.0,72.5,0.60915,405.13098
48.3,68.9,0.58302,404.64008
47.9,68.9,0.54629,404.48816
49.0,69.7,0.50674,404.32318
51.5,70.6,0.49608,404.19644
50.7,70.6,0.53658,404.11362
50.5,75.2,0.56609,404.36612
51.4,75.1,0.57113,404.47934
51.4,71.7,0.53819,404.16315
50.2,71.0,0.53178,403.99188
52.0,74.5,0.50368,404.04834
51.9,76.1,0.52228,404.13834
49.8,72.6,0.52228,403.89661
48.4,69.1,0.47089,404.08905
50.6,71.3,0.49608,403.99991
50.5,77.0,0.49457,403.90448
50.3,74.1,0.51602,404.07272
49.0,69.2,0.4782,404.00793
48.4,69.1,0.47235,404.00793
49.2,70.5,0.46944,403.92026
46.6,63.5,0.45372,403.95197
44.1,63.0,0.47235,404.04022
46.4,68.9,0.47673,403.98389
48.3,63.9,0.47527,403.81088
44.9,61.5,0.46656,403.944
44.9,60.2,0.49006,403.90448
43.4,62.0,0.44254,403.88873
44.7,59.8,0.45939,403.91235
44.4,62.3,0.47673,403.92816
44.2,60.4,0.45513,403.88092
43.1,58.9,0.46082,403.84967
44.9,58.9,0.47967,403.86526
41.4,57.8,0.46225,403.81088
43.6,60.9,0.47673,403.88873
42.7,62.5,0.45655,403.84189
42.7,60.2,0.45797,403.98389
45.5,63.4,0.45372,403.71912
46.3,65.9,0.45797,403.98389
45.0,62.6,0.44532,403.77243
47.0,65.0,0.48707,403.79547
49.7,73.9,0.45939,403.92816
46.9,69.4,0.47527,403.88873
49.6,66.4,0.4782,403.9679
50.1,70.9,0.47527,403.87308
51.1,71.7,0.47967,403.84189
51.6,71.5,0.47967,404.04022
51.7,70.5,0.46512,403.944
51.8,71.6,0.44951,403.95197
53.2,74.7,0.44811,403.86526
49.9,70.8,0.48856,404.01599
52.0,69.7,0.48856,403.86526
51.8,73.0,0.4782,403.89661
51.7,71.1,0.4235,403.88873
50.2,66.0,0.44254,404.02405
48.6,70.5,0.47967,404.04834
48.7,66.7,0.45372,403.92026
44.5,55.4,0.47527,403.90448
44.3,56.6,0.50215,403.81088
44.6,57.0,0.45655,403.88873
43.1,55.5,0.44671,403.74188
45.0,58.7,0.46656,403.59213
43.5,57.4,0.45513,403.6889
42.1,51.2,0.42752,403.64401
44.9,57.6,0.47381,403.65894
46.2,62.2,0.43978,403.58478
54.5,65.5,0.4195,403.5191
52.6,64.6,0.43294,403.49023
50.8,62.8,0.46225,403.61429
76.9,86.3,0.41553,403.45438
53.8,69.8,0.43567,403.49023
51.8,63.8,0.42618,403.63657
59.7,74.5,0.44116,403.5191
93.8,108.6,0.43294,403.58478
57.2,74.5,0.44532,403.67389
63.4,79.2,0.42618,403.62912
57.4,74.0,0.39994,403.6069
90.4,106.0,0.43978,403.82635
78.8,97.7,0.44116,403.72668
67.7,84.5,0.42216,403.79547
75.9,94.4,0.42618,403.6814
58.6,74.7,0.35234,403.74951
57.0,75.2,0.41817,403.75714
50.9,68.3,0.44393,403.78778
51.7,70.2,0.42752,403.78009
51.8,70.2,0.42887,403.92816
50.0,66.1,0.45372,403.89661
49.8,68.3,0.41817,403.84967
55.2,76.1,0.44254,403.88873
55.7,75.1,0.42752,403.79547
55.7,74.7,0.45655,403.79547
64.5,88.3,0.44254,403.88873
58.7,76.6,0.41685,403.78778
60.6,80.6,0.43158,403.77243
65.4,85.1,0.44811,403.80316
83.5,104.1,0.43704,403.88873
71.0,88.8,0.45797,403.84967
64.2,86.1,0.41159,403.92026
60.1,77.2,0.45091,403.84189
61.1,82.7,0.45797,403.63657
74.3,96.3,0.42752,404.23834
68.4,96.6,0.44951,404.08087
58.7,82.3,0.4343,403.91235
65.6,87.8,0.46656,403.81088
71.0,93.2,0.42887,403.92816
60.5,82.9,0.45513,403.87308
94.4,115.9,0.43841,403.88873
69.0,93.2,0.46512,403.84189
67.9,90.4,0.42083,403.92816
53.3,70.0,0.44116,403.88873
67.4,89.5,0.42887,403.80316
69.9,87.4,0.44951,403.99188
58.5,77.7,0.44811,403.80316
68.6,88.8,0.43022,403.73428
58.3,81.2,0.44393,403.78009
63.5,87.4,0.44811,403.77243
64.5,87.4,0.44951,403.92816
60.6,80.5,0.42887,403.8186
78.7,99.2,0.43294,403.72668
62.7,82.5,0.43294,403.93607
62.0,81.1,0.44393,403.90448
73.4,93.8,0.42216,403.88873
62.4,81.7,0.4782,403.76477
75.2,97.1,0.44393,403.78778
65.4,90.3,0.42887,403.86526
61.2,81.2,0.45231,403.78009
62.0,84.4,0.43841,403.65146
66.1,88.2,0.45513,403.6889
64.7,86.5,0.44116,403.65894
79.7,103.3,0.44951,403.59952
65.2,88.6,0.44116,403.82635
57.1,78.4,0.44532,403.78009
59.6,82.8,0.43841,403.63657
53.5,74.6,0.43022,403.6069
54.6,76.3,0.42752,403.54819
61.5,84.0,0.41817,403.6814
55.0,75.9,0.4235,403.66641
65.9,88.4,0.4235,403.78009
55.9,73.9,0.39484,403.71155
54.2,72.6,0.42216,403.71912
63.7,87.0,0.4129,403.70398
68.5,92.1,0.4343,403.61429
52.6,70.4,0.43022,403.69644
65.9,85.2,0.43158,403.59213
55.5,73.8,0.4235,403.54819
54.6,75.9,0.39484,403.78778
128.3,158.2,0.42483,403.55548
67.9,90.8,0.41421,403.6217
66.6,87.2,0.40508,403.76477
73.6,98.0,0.43704,403.76477
58.0,80.7,0.40379,403.74188
60.0,80.3,0.40508,403.62912
59.6,80.3,0.40767,403.88873
78.5,101.0,0.39611,403.57745
62.3,85.1,0.43704,403.72668
70.9,93.3,0.42216,403.69644
66.0,89.2,0.43158,403.82635
57.4,81.7,0.40638,403.92026
58.9,85.3,0.4235,403.70398
58.0,80.6,0.40379,403.86526
71.3,96.3,0.41028,403.52637
55.1,82.2,0.40379,403.6069
56.9,76.5,0.40767,403.54089
52.4,70.7,0.40122,403.5191
48.7,63.5,0.38232,403.57745
49.5,71.9,0.39611,403.5701
54.8,75.9,0.41553,403.48303
49.8,65.8,0.40122,403.54089
48.9,66.3,0.39866,403.40472
51.0,68.1,0.41817,403.41177
49.1,65.7,0.40767,403.44727
60.7,78.8,0.39738,403.48303
48.0,66.5,0.40508,403.59213
70.4,88.3,0.38854,403.48303
52.4,72.8,0.38729,403.46152
55.1,75.5,0.40122,403.48303
71.8,96.2,0.41159,403.47586
63.1,84.3,0.40122,403.56277
56.6,81.7,0.40767,403.54819
90.6,119.9,0.39484,403.55548
58.2,81.8,0.38356,403.45438
56.5,79.1,0.3689,403.55548
75.1,99.5,0.39738,403.46869
65.8,90.1,0.38854,403.56277
67.4,88.1,0.43022,403.58478
86.8,113.8,0.40897,403.58478
69.4,96.7,0.4195,403.67389
61.2,86.1,0.40508,403.66641
64.5,89.8,0.41159,403.59213
63.0,87.1,0.40122,403.54819
76.8,101.0,0.41553,403.66641
62.8,84.6,0.40379,403.63657
71.3,93.2,0.41817,403.65146
58.1,82.1,0.42216,403.67389
86.4,111.7,0.40122,403.69644
60.5,83.5,0.41817,403.75714
55.5,76.3,0.42083,403.6889
65.1,87.8,0.41685,403.65894
63.0,83.6,0.40508,403.63657
68.3,90.4,0.39611,403.56277
56.3,74.5,0.40767,403.66641
55.5,73.7,0.40508,403.46152
60.5,85.5,0.41028,403.67389
92.6,114.5,0.39484,403.6814
56.5,76.6,0.38356,403.63657
61.9,85.4,0.40638,403.66641
68.8,93.0,0.4235,403.6889
60.4,83.2,0.42083,403.57745
72.9,98.4,0.41817,403.64401
75.2,102.7,0.41817,403.66641
73.6,95.3,0.39994,403.59952
74.8,101.7,0.42887,403.42593
79.1,105.7,0.41685,403.6814
75.2,100.0,0.4129,403.82635
73.0,105.3,0.39357,403.66641
67.0,90.8,0.42618,403.71155
83.4,108.2,0.39231,403.69644
59.0,80.6,0.41028,403.78778
55.8,78.2,0.41028,403.74188
82.2,107.4,0.40122,403.93607
74.8,99.1,0.41685,403.72668
100.9,126.7,0.39738,403.65146
89.4,114.4,0.41685,403.74951
99.5,129.0,0.41159,403.56277
118.1,148.89999,0.39994,403.65894
115.0,152.10001,0.40638,403.80316
122.4,167.5,0.42752,403.85745
129.89999,171.2,0.42752,403.74188
132.8,180.0,0.43294,403.88092
121.2,164.0,0.42752,403.75714
107.9,150.8,0.43567,403.83411
98.0,135.2,0.44116,403.84189
112.2,151.10001,0.4235,403.80316
128.3,169.2,0.4235,403.80316
120.3,156.3,0.43704,403.77243
116.4,151.2,0.4235,403.8186
117.6,150.89999,0.43978,403.6069
125.2,158.10001,0.47967,403.88873
127.7,165.39999,0.41159,403.82635
129.7,167.7,0.43567,403.86526
132.2,166.7,0.44254,403.85745
130.3,169.10001,0.44951,403.74951
129.2,167.3,0.41685,403.74951
112.8,148.0,0.43294,403.78009
118.5,158.3,0.44532,403.78778
128.39999,164.7,0.44116,403.8186
136.5,180.0,0.41421,403.75714
111.4,147.60001,0.44393,403.84189
110.4,148.5,0.44254,403.88092
95.7,126.3,0.44951,403.93607
73.1,101.0,0.43567,403.80316
72.6,101.1,0.46368,403.86526
79.4,107.6,0.44393,403.88092
75.9,100.7,0.44393,403.83411
67.2,91.9,0.45231,403.90448
62.7,86.5,0.43567,403.81088
96.5,121.9,0.44116,403.71912
78.5,99.2,0.43704,403.87308
72.1,100.7,0.4343,403.78778
66.3,89.7,0.43841,403.88873
71.8,100.7,0.46368,403.85745
69.0,98.2,0.45091,403.78778
70.7,99.1,0.43841,403.80316
77.0,110.5,0.42483,403.85745
78.0,109.6,0.43022,403.88092
71.4,98.0,0.45231,403.87308
74.1,103.0,0.43022,403.8186
73.5,98.4,0.44532,403.85745
80.5,108.8,0.41028,403.85745
68.0,94.3,0.44393,403.90448
69.0,98.8,0.45513,403.81088
65.3,89.7,0.44532,403.82635
67.0,92.0,0.44811,403.83411
63.9,89.7,0.42887,403.54819
63.8,93.7,0.43841,403.65146
62.8,88.1,0.44671,403.69644
63.7,84.6,0.43158,403.6814
61.9,83.8,0.43022,403.51187
62.3,90.1,0.41685,403.43304
71.8,99.1,0.43022,403.59952
61.4,88.0,0.42216,403.62912
61.9,89.1,0.42752,403.61429
62.2,90.2,0.41553,403.50464
63.1,89.9,0.43158,403.6069
62.5,93.2,0.42216,403.61429
63.8,90.9,0.42618,403.52637
69.5,96.2,0.40767,403.74951
72.6,102.7,0.41817,403.53363
67.0,96.7,0.42083,403.59213
68.1,97.5,0.41421,403.74951
70.3,101.4,0.42752,403.5701
69.9,100.0,0.42483,403.62912
72.2,101.8,0.43567,403.34171
75.4,110.1,0.41685,403.64401
75.2,113.4,0.43294,403.62912
75.8,110.9,0.40767,403.53363
73.5,111.1,0.41553,403.71912
76.5,117.6,0.41685,403.6217
77.4,112.5,0.41817,403.6814
74.2,112.3,0.42216,403.66641
71.7,102.5,0.42887,403.5701
71.8,108.0,0.44951,403.78009
73.8,110.6,0.41553,403.74188
74.0,111.0,0.41421,403.62912
76.1,112.1,0.41553,403.72668
82.6,118.5,0.42618,403.6889
109.3,140.60001,0.40897,403.70398
130.8,155.7,0.37617,403.63657
110.7,141.89999,0.61986,403.8186
94.5,121.8,0.47381,404.34891
126.9,150.0,0.5986,404.74057
76.9,109.0,0.79004,405.57883
72.0,102.8,0.85268,405.91321
72.7,100.3,0.85962,406.17187
75.1,102.7,0.9389,406.60754
72.0,98.6,1.03455,406.97925
71.1,100.3,0.91673,406.53522
73.0,101.3,0.99229,406.65613
73.3,101.3,0.98452,406.32214
73.4,100.1,0.91673,406.41611
68.9,97.3,0.94889,405.93536
75.5,110.3,0.94139,406.42795
73.7,102.2,0.89258,406.4993
72.4,103.5,0.85962,406.47543
72.3,101.6,0.929,406.06958
74.2,105.8,0.88543,406.36899
72.6,101.3,0.96657,406.4043
72.3,104.3,0.94889,406.14902
72.0,103.6,0.98194,406.12622
72.7,101.8,0.92653,406.34552
72.5,102.9,0.98452,406.17187
69.5,99.1,0.87128,406.4043
71.3,101.1,0.90459,406.43979
75.1,104.4,0.94889,406.48737
73.5,103.2,0.98969,406.17187
72.6,102.8,0.94889,406.8161
73.3,104.1,1.0001,406.20627
71.5,104.3,0.90459,406.39252
74.5,105.9,0.90943,405.90219
74.3,106.4,0.92162,406.19479
70.9,102.4,0.89258,406.36899
73.9,107.2,0.92162,406.17187
73.6,107.7,0.90701,406.61966
72.2,102.1,0.92407,406.05829
72.8,105.3,0.97423,406.12622
70.0,100.1,0.89737,406.09216
70.7,99.2,0.89019,406.36899
71.0,99.9,0.89258,406.02457
71.1,100.7,0.96403,406.11487
71.1,99.6,0.97423,406.09216
69.5,100.8,0.89019,406.25241
71.5,102.0,0.89737,406.31049
71.5,104.3,0.95896,405.95755
69.6,100.4,0.85962,405.85818
70.7,99.3,0.91429,406.33383
73.2,103.6,0.88306,406.34552
73.0,107.6,0.90459,406.10352
75.7,106.5,0.94639,405.88016
71.3,99.8,0.90943,406.34552
74.5,108.7,0.92653,406.29883
71.5,100.7,0.88306,406.36899
72.3,99.6,0.91917,405.90219
71.0,100.9,0.90459,406.57129
72.3,98.8,0.96657,406.08087
70.4,98.9,0.88543,406.09216
69.7,97.5,0.9514,406.35724
67.7,98.9,0.92162,406.32214
67.7,94.4,0.93642,406.21777
67.8,94.0,0.94389,406.08087
67.8,97.1,0.90459,405.8363
68.0,95.6,0.9514,406.29883
63.4,88.9,0.92653,406.06958
66.1,92.5,0.89258,405.94644
67.6,94.5,0.95392,405.73862
67.8,96.8,0.94139,406.2872
67.9,95.0,0.89497,406.26398
69.2,96.7,0.91673,405.80359
66.5,91.4,0.91429,405.92429
64.9,93.8,0.91673,405.79272
66.2,90.8,0.9514,406.36899
66.5,91.7,0.95644,406.06958
63.5,90.1,0.93394,405.89117
63.6,87.8,0.86894,405.99097
62.9,89.0,0.91673,405.93536
63.3,88.0,0.94389,405.79272
68.2,98.9,0.95392,405.89117
67.1,93.3,0.87128,405.81448
66.3,95.1,0.929,406.1376
73.2,103.6,0.92162,405.65292
73.8,104.3,0.93642,406.05829
80.3,111.8,0.94889,405.8363
80.9,114.2,0.99489,405.95755
80.3,114.8,0.90701,405.95755
75.0,102.1,0.91673,406.05829
76.3,105.0,0.9389,405.96866
74.1,103.4,0.9389,406.32214
71.2,105.2,0.95896,405.82538
74.4,107.0,0.89977,405.8363
77.0,109.4,0.89977,405.80359
